Year,"Consumer Price Index, All items",Food and non-alcoholic beverages,"Alcoholic Beverages, Tobacco, and Narcotics",Clothing and footwear,"Housing, Water, Electricity, Gas and Other Fuels","Furnishings, household equipment and routine household maintenance",Health,Transport,Communication,Recreation and culture,Education,Restaurants and hotels,Miscellaneous goods and services
Mar-12,"6,538.83","5,347.92","16,010.92","3,049.73","13,391.79","2,935.24","9,626.19","8,827.53","3,132.40","4,361.91","14,877.02","8,232.35","5,297.66"
Apr-12,"6,553.53","5,340.55","15,993.63","3,177.70","13,494.28","2,923.49","9,632.87","8,910.29","3,131.83","4,293.50","14,893.26","8,217.78","5,305.18"
May-12,"6,548.35","5,349.53","15,999.91","3,185.91","13,487.06","2,928.90","9,672.78","8,710.38","3,131.82","4,285.75","14,893.26","8,225.19","5,305.97"
Jun-12,"6,482.99","5,223.75","16,019.72","3,176.79","13,481.02","2,923.49","9,664.70","8,556.30","3,136.35","4,305.45","14,894.34","8,274.37","5,293.70"
Jul-12,"6,582.06","5,254.02","16,030.11","3,144.24","14,334.14","2,927.86","9,664.88","8,680.81","3,134.20","4,432.30","14,900.91","8,317.42","5,286.21"
Aug-12,"6,616.40","5,303.90","16,045.03","3,040.64","14,374.29","2,928.82","9,672.59","8,936.62","3,134.13","4,402.65","14,915.12","8,341.71","5,299.74"
Sep-12,"6,687.25","5,445.14","16,037.90","3,031.60","14,435.29","2,957.17","9,599.25","9,082.85","3,133.41","4,264.46","15,135.93","8,342.13","5,327.36"
Oct-12,"6,704.35","5,459.68","16,042.78","3,175.11","14,499.41","2,971.23","9,523.40","8,928.88","3,127.28","4,323.78","15,483.37","8,396.98","5,333.80"
Nov-12,"6,695.55","5,443.76","16,054.20","3,217.18","14,555.39","2,959.69","9,501.77","8,779.03","3,126.99","4,326.23","15,480.14","8,432.12","5,324.22"
Dec-12,"6,721.75","5,493.57","16,050.05","3,217.19","14,567.19","2,958.69","9,482.07","8,683.46","3,132.41","4,433.63","15,482.14","8,493.57","5,327.54"
Jan-13,"6,749.51","5,590.44","16,062.27","3,113.71","14,467.97","2,943.49","9,478.47","8,689.22","3,132.23","4,444.65","15,487.23","8,527.40","5,350.19"
Feb-13,"6,752.95","5,585.82","16,082.68","3,044.59","14,476.32","2,955.34","9,457.68","8,855.78","3,135.87","4,433.37","15,455.58","8,548.61","5,336.01"
Mar-13,"6,716.47","5,610.01","16,123.55","3,019.66","14,029.13","2,950.51","9,458.50","8,796.90","3,135.54","4,374.92","15,455.58","8,543.15","5,333.51"
Apr-13,"6,687.30","5,575.06","16,116.12","3,185.27","13,897.95","2,958.06","9,423.14","8,688.06","3,140.28","4,200.03","15,452.03","8,576.30","5,352.66"
May-13,"6,677.79","5,564.53","16,137.21","3,210.09","13,880.90","2,953.28","9,381.52","8,684.50","3,140.75","4,158.75","15,452.03","8,572.20","5,339.83"
Jun-13,"6,649.37","5,499.74","16,134.27","3,205.10","13,853.15","2,953.61","9,368.78","8,624.17","3,129.00","4,267.04","15,452.03","8,605.58","5,330.12"
Jul-13,"6,613.43","5,412.07","16,149.91","3,126.06","13,846.63","2,916.95","9,307.52","8,638.60","3,121.21","4,440.02","15,459.93","8,652.29","5,349.74"
Aug-13,"6,572.62","5,368.18","16,152.24","3,041.63","13,559.93","2,948.48","9,313.19","8,765.80","3,118.54","4,411.27","15,474.56","8,681.61","5,341.30"
Sep-13,"6,578.51","5,426.29","16,147.48","3,038.53","13,556.94","2,942.85","9,297.67","8,789.72","3,122.87","4,151.11","15,551.09","8,624.39","5,339.97"
Oct-13,"6,609.90","5,474.18","16,182.26","3,186.10","13,540.96","2,940.36","9,312.71","8,709.99","3,141.34","4,157.90","15,619.85","8,631.91","5,351.95"
Nov-13,"6,596.51","5,441.15","16,241.65","3,205.88","13,518.48","2,935.26","9,307.89","8,692.98","3,143.86","4,155.09","15,620.51","8,655.13","5,361.99"
Dec-13,"6,614.83","5,443.68","16,283.17","3,195.18","13,525.39","2,934.90","9,313.01","8,792.77","3,136.63","4,295.89","15,620.51","8,691.63","5,368.68"
Jan-14,"6,600.15","5,492.49","16,310.87","3,091.64","13,366.54","2,932.82","9,123.00","8,726.62","3,136.37","4,292.39","15,626.05","8,724.47","5,365.34"
Feb-14,"6,576.41","5,502.32","16,310.03","2,997.08","13,355.50","2,908.21","9,101.53","8,525.14","3,133.57","4,287.79","15,651.23","8,723.18","5,345.79"
Mar-14,"6,561.09","5,488.03","16,318.22","2,977.52","13,353.58","2,909.87","9,099.47","8,473.94","3,137.35","4,236.92","15,673.17","8,712.38","5,333.14"
Apr-14,"6,580.88","5,508.51","16,299.93","3,159.08","13,348.14","2,913.00","9,114.00","8,545.95","3,126.16","4,140.07","15,681.83","8,699.50","5,324.94"
May-14,"6,545.99","5,450.92","16,303.34","3,162.76","13,348.06","2,910.89","9,119.23","8,486.78","3,067.95","4,112.71","15,665.41","8,677.94","5,345.60"
Jun-14,"6,521.78","5,387.20","16,286.33","3,151.31","13,351.29","2,907.32","9,095.49","8,405.70","3,065.99","4,244.97","15,672.53","8,702.61","5,312.34"
Jul-14,"6,549.67","5,409.77","16,307.25","3,100.22","13,456.15","2,907.36","9,059.33","8,592.03","2,943.21","4,425.78","15,672.53","8,756.33","5,334.74"
Aug-14,"6,533.39","5,385.23","16,342.64","2,990.90","13,464.63","2,915.11","9,006.24","8,634.44","2,943.28","4,452.37","15,672.74","8,756.83","5,313.20"
Sep-14,"6,523.04","5,436.00","16,357.58","2,980.43","13,488.16","2,903.38","8,982.21","8,500.66","2,936.36","4,200.45","15,886.04","8,684.24","5,341.76"
Oct-14,"6,581.01","5,455.39","16,378.67","3,169.96","14,068.87","2,920.08","8,966.80","8,273.99","2,937.56","4,152.91","16,017.19","8,696.22","5,358.25"
Nov-14,"6,556.86","5,431.66","16,408.85","3,194.96","14,096.79","2,913.83","8,964.70","7,998.72","2,926.81","4,166.13","16,017.19","8,712.56","5,327.83"
Dec-14,"6,556.93","5,393.95","16,410.18","3,167.66","14,091.41","2,902.63","8,967.62","8,023.42","2,925.33","4,393.18","16,012.98","8,738.77","5,312.34"
Jan-15,"6,531.76","5,435.65","16,437.88","3,076.06","14,091.92","2,900.59","8,960.40","7,483.99","2,926.77","4,427.02","16,027.65","8,787.58","5,318.38"
Feb-15,"6,543.26","5,500.17","16,428.46","2,997.64","14,086.84","2,866.90","8,965.56","7,463.76","2,929.10","4,424.73","16,069.82","8,788.54","5,295.17"
Mar-15,"6,568.65","5,517.54","16,439.92","2,991.95","14,096.39","2,884.39","8,953.17","7,763.90","2,929.22","4,375.29","16,069.82","8,763.74","5,307.51"
Apr-15,"6,613.14","5,590.44","16,448.58","3,177.69","14,009.98","2,908.71","8,961.30","7,779.58","2,941.89","4,349.32","16,080.03","8,757.75","5,323.24"
May-15,"6,601.83","5,537.83","16,455.26","3,199.17","14,000.04","2,911.29","8,942.32","7,926.50","2,937.21","4,321.14","16,080.03","8,769.09","5,335.14"
Jun-15,"6,544.61","5,412.56","16,471.24","3,187.33","14,000.78","2,893.05","8,879.21","7,914.22","2,933.28","4,317.79","16,080.03","8,800.30","5,305.73"
Jul-15,"6,534.51","5,359.41","16,448.74","3,102.85","13,970.47","2,909.48","8,842.25","7,958.50","2,929.35","4,511.09","16,084.62","8,869.13","5,327.54"
Aug-15,"6,536.18","5,392.21","16,484.50","3,027.39","13,952.68","2,909.48","8,838.94","7,926.12","2,928.40","4,506.57","16,084.62","8,867.64","5,323.61"
Sep-15,"6,526.85","5,477.87","16,504.94","3,010.10","13,980.32","2,910.27","8,855.00","7,561.96","2,925.85","4,269.19","16,383.28","8,822.42","5,340.97"
Oct-15,"6,540.33","5,458.57","16,514.38","3,203.59","14,042.26","2,905.03","8,877.57","7,459.84","2,928.30","4,304.56","16,451.63","8,832.15","5,341.04"
Nov-15,"6,531.50","5,450.60","16,513.88","3,209.03","14,045.11","2,907.44","8,892.18","7,333.43","2,925.23","4,313.61","16,454.49","8,835.95","5,358.23"
Dec-15,"6,532.25","5,421.11","16,537.82","3,193.56","14,063.39","2,902.88","8,893.74","7,412.23","2,906.61","4,411.70","16,454.49","8,893.28","5,339.56"
Jan-16,"6,532.04","5,464.18","16,617.97","3,127.78","14,067.98","2,890.25","8,886.54","7,285.48","2,903.34","4,418.46","16,439.48","8,923.87","5,290.64"
Feb-16,"6,511.23","5,489.75","16,654.32","3,041.31","14,068.90","2,863.78","8,903.71","7,051.76","2,899.27","4,396.08","16,469.27","8,920.72","5,263.40"
Mar-16,"6,468.21","5,440.10","16,670.09","3,008.06","14,066.96","2,859.38","8,879.96","6,930.46","2,845.45","4,358.37","16,469.27","8,902.54","5,258.60"
Apr-16,"6,466.45","5,434.02","16,758.19","3,152.56","13,974.73","2,852.89","8,898.66","6,932.08","2,843.45","4,283.58","16,480.37","8,854.22","5,271.81"
May-16,"6,468.38","5,437.79","16,794.88","3,177.27","13,968.79","2,850.88","8,908.60","7,017.67","2,798.49","4,262.84","16,480.37","8,848.96","5,241.25"
Jun-16,"6,459.15","5,377.82","16,813.77","3,158.01","13,981.40","2,857.62","8,904.94","7,136.31","2,798.97","4,270.35","16,480.37","8,919.62","5,258.68"
Jul-16,"6,521.61","5,467.69","16,809.07","3,088.55","13,983.27","2,843.73","8,891.98","7,265.76","2,799.75","4,537.83","16,480.37","9,028.92","5,274.69"
Aug-16,"6,518.62","5,458.29","16,844.48","2,999.21","14,024.98","2,859.59","8,883.05","7,302.44","2,794.66","4,552.91","16,482.17","9,052.14","5,258.50"
Sep-16,"6,489.25","5,459.39","16,895.29","2,990.85","14,050.93","2,844.31","8,886.26","7,284.17","2,793.41","4,241.84","16,709.19","8,927.59","5,252.64"
Oct-16,"6,503.33","5,443.55","16,949.27","3,149.85","14,074.09","2,856.47","8,886.06","7,250.17","2,800.31","4,275.30","17,013.88","8,913.29","5,260.33"
Nov-16,"6,500.50","5,439.08","16,946.83","3,168.46","14,067.20","2,850.05","8,884.87","7,235.31","2,797.43","4,277.61","17,013.88","8,930.47","5,244.89"
Dec-16,"6,538.33","5,489.27","16,934.81","3,141.06","14,080.59","2,843.67","8,877.16","7,370.60","2,765.83","4,383.10","17,013.88","9,051.40","5,271.31"
Jan-17,"6,620.47","5,681.04","16,967.40","3,049.96","14,199.40","2,841.74","8,895.23","7,444.51","2,744.93","4,402.88","17,066.01","9,098.40","5,276.27"
Feb-17,"6,622.21","5,694.08","16,968.55","2,990.09","14,256.42","2,831.22","8,900.42","7,475.55","2,741.03","4,368.44","17,178.18","9,095.85","5,262.04"
Mar-17,"6,591.26","5,664.44","16,950.70","2,961.83","14,224.81","2,824.25","8,902.57","7,459.39","2,710.73","4,254.33","17,243.55","9,078.25","5,284.00"
Apr-17,"6,634.11","5,713.68","16,954.72","3,117.15","14,395.30","2,830.65","8,906.24","7,509.14","2,753.72","4,096.17","17,243.55","9,041.32","5,283.90"
May-17,"6,616.83","5,678.25","16,978.01","3,142.60","14,370.33","2,841.81","8,918.04","7,448.99","2,748.64","4,071.93","17,266.57","9,072.91","5,277.76"
Jun-17,"6,582.98","5,611.95","17,008.77","3,123.30","14,345.10","2,848.61","8,912.69","7,328.71","2,753.46","4,065.08","17,266.57","9,151.00","5,286.27"
Jul-17,"6,605.16","5,605.58","17,011.22","3,037.07","14,457.29","2,858.80","8,910.26","7,292.29","2,754.11","4,355.05","17,276.94","9,245.43","5,253.29"
Aug-17,"6,610.88","5,606.27","17,095.84","2,923.53","14,522.90","2,858.63","8,909.34","7,372.04","2,753.74","4,352.03","17,276.94","9,263.76","5,296.55"
Sep-17,"6,622.64","5,673.28","17,118.75","2,926.40","14,619.79","2,848.18","8,913.57","7,448.37","2,753.78","4,048.73","17,538.62","9,190.60","5,285.54"
Oct-17,"6,664.99","5,672.98","17,164.00","3,138.93","14,738.54","2,859.99","8,915.96","7,391.34","2,745.94","4,252.53","17,687.37","9,183.71","5,277.41"
Nov-17,"6,693.73","5,707.94","17,232.12","3,143.96","14,809.81","2,861.53","8,921.83","7,476.37","2,737.64","4,269.68","17,687.37","9,204.87","5,271.28"
Dec-17,"6,719.42","5,699.35","17,231.92","3,125.76","14,844.04","2,861.34","8,916.89","7,617.27","2,747.08","4,411.44","17,687.37","9,306.80","5,285.95"
Jan-18,"6,736.66","5,736.96","17,316.43","3,016.55","14,896.35","2,871.51","8,916.91","7,600.86","2,746.26","4,492.99","17,770.03","9,360.44","5,277.19"
Feb-18,"6,757.90","5,752.30","17,511.89","2,939.38","14,934.14","2,874.04","8,928.61","7,598.22","2,815.44","4,544.34","17,756.06","9,385.87","5,302.39"
Mar-18,"6,737.73","5,731.25","17,570.09","2,925.07","14,942.20","2,872.49","8,918.90","7,554.33","2,820.41","4,390.20","17,756.06","9,396.12","5,332.29"
Apr-18,"6,767.88","5,783.77","17,605.14","3,079.69","14,940.46","2,877.41","8,920.03","7,567.86","2,815.27","4,299.86","17,817.55","9,412.15","5,347.45"
May-18,"6,787.33","5,796.34","17,600.92","3,102.79","14,946.88","2,887.97","8,919.95","7,760.91","2,804.76","4,246.00","17,817.55","9,417.70","5,366.37"
Jun-18,"6,790.82","5,761.32","17,577.93","3,079.25","14,977.31","2,891.61","8,931.91","7,928.68","2,808.57","4,199.35","17,817.55","9,560.74","5,370.30"
Jul-18,"6,836.15","5,764.68","17,677.42","2,991.97","15,169.82","2,913.66","8,927.00","7,984.61","2,811.06","4,436.54","17,804.69","9,781.57","5,391.53"
Aug-18,"6,841.83","5,767.40","17,699.40","2,878.66","15,225.78","2,907.54","8,938.40","8,033.92","2,820.40","4,459.70","17,805.03","9,824.12","5,424.89"
Sep-18,"6,859.03","5,856.69","17,737.48","2,873.02","15,286.46","2,911.62","8,943.46","8,072.74","2,821.00","4,207.80","18,127.14","9,663.35","5,415.23"
Oct-18,"6,908.97","5,858.03","17,766.83","3,107.32","15,409.20","2,910.39","8,942.83","8,068.25","2,822.71","4,406.46","18,105.95","9,667.68","5,447.09"
Nov-18,"6,901.34","5,848.88","17,779.99","3,104.11","15,516.50","2,895.26","8,947.68","7,828.60","2,845.51","4,420.13","18,098.17","9,714.56","5,470.93"
Dec-18,"6,898.96","5,845.25","17,862.16","3,069.68","15,531.98","2,896.53","8,949.60","7,617.58","2,853.90","4,611.94","18,087.09","9,739.27","5,454.53"
Jan-19,"6,941.06","5,942.82","17,835.22","2,941.64","15,628.58","2,898.25","8,957.95","7,480.30","2,851.52","4,866.47","18,095.22","9,769.79","5,464.26"
Feb-19,"6,975.42","6,041.45","17,870.81","2,880.67","15,631.61","2,900.04","8,965.36","7,566.41","2,825.71","4,819.45","18,171.48","9,821.47","5,482.12"
Mar-19,"6,980.35","6,052.53","17,899.58","2,863.57","15,633.10","2,905.06","8,976.64","7,737.57","2,822.29","4,633.07","18,242.01","9,849.77","5,503.83"
Apr-19,"7,017.11","6,117.10","17,891.11","3,060.65","15,602.31","2,908.94","8,980.79","7,858.07","2,831.37","4,454.30","18,273.33","9,863.51","5,508.52"
May-19,"7,025.84","6,132.75","17,882.18","3,072.10","15,598.71","2,913.44","8,987.54","7,951.93","2,804.41","4,390.54","18,273.33","9,924.91","5,508.04"
Jun-19,"6,982.88","6,025.41","18,017.54","3,061.92","15,593.77","2,931.60","8,996.38","7,895.62","2,770.75","4,340.09","18,273.33","10,078.26","5,481.30"
Jul-19,"7,036.65","6,040.69","18,049.16","2,974.14","15,783.88","2,923.21","9,007.34","7,924.56","2,776.41","4,628.61","18,331.09","10,364.94","5,506.11"
Aug-19,"7,041.45","6,064.71","18,069.79","2,877.23","15,811.61","2,927.67","9,050.99","7,926.45","2,775.06","4,636.75","18,331.15","10,426.47","5,453.55"
Sep-19,"7,017.37","6,102.76","18,112.07","2,850.92","15,860.94","2,919.94","9,117.08","7,844.69","2,769.89","4,304.87","18,681.97","10,185.61","5,507.28"
Oct-19,"7,073.56","6,134.09","18,211.47","3,106.87","15,889.19","2,929.11","9,149.14","7,793.73","2,769.15","4,517.88","18,717.55","10,161.68","5,526.68"
Nov-19,"7,110.15","6,202.64","18,225.37","3,127.85","15,921.72","2,920.10","9,164.51","7,791.83","2,771.25","4,568.30","18,733.21","10,226.48","5,532.94"
Dec-19,"7,162.38","6,253.26","18,245.42","3,093.92","15,907.95","2,932.60","9,171.68","7,876.08","2,766.06","4,908.79","18,733.21","10,286.33","5,502.63"
Jan-20,"7,228.58","6,419.55","18,285.83","2,955.63","15,996.82","2,938.64","9,199.78","7,878.18","2,772.64","4,953.21","18,747.04","10,338.32","5,576.30"
Feb-20,"7,233.91","6,455.89","18,280.04","2,897.13","16,001.25","2,941.04","9,226.78","7,850.17","2,769.12","4,914.22","18,863.12","10,412.26","5,565.03"
Mar-20,"7,188.39","6,459.89","18,281.60","2,854.40","15,985.31","2,925.12","9,234.41","7,635.62","2,733.24","4,712.14","18,866.75","10,438.55","5,571.83"
Apr-20,"7,142.84","6,517.93","18,292.38","3,033.10","15,655.26","2,921.01","9,262.51","7,119.97","2,729.02","4,540.26","18,866.75","10,448.35","5,598.58"
May-20,"7,119.22","6,522.79","18,275.85","3,032.30","15,633.48","2,933.42","9,300.65","6,952.66","2,733.44","4,373.66","18,877.21","10,482.24","5,614.98"
Jun-20,"7,091.50","6,462.22","18,312.32","3,005.18","15,624.80","2,953.29","9,304.50","6,916.66","2,741.00","4,296.23","18,840.31","10,567.02","5,601.79"
Jul-20,"7,124.58","6,373.77","18,301.45","2,938.25","15,887.95","2,959.40","9,320.83","7,010.10","2,755.31","4,616.27","18,855.28","10,777.93","5,613.34"
Aug-20,"7,127.27","6,335.53","18,336.45","2,820.75","15,918.69","2,957.13","9,336.81","7,166.92","2,760.88","4,692.27","18,931.74","10,801.83","5,628.30"
Sep-20,"7,082.60","6,361.85","18,334.17","2,796.22","15,970.16","2,949.75","9,337.46","7,085.13","2,765.53","4,275.58","19,522.75","10,592.55","5,594.44"
Oct-20,"7,127.81","6,369.10","18,348.51","3,022.31","15,982.89","2,952.44","9,344.38","7,040.01","2,760.75","4,530.09","19,654.40","10,593.18","5,600.14"
Nov-20,"7,135.72","6,382.82","18,354.17","2,993.44","16,039.06","2,957.85","9,344.06","7,052.50","2,764.65","4,534.13","19,647.98","10,588.52","5,585.64"
Dec-20,"7,172.76","6,371.26","18,340.35","2,941.47","16,043.95","2,952.26","9,332.59","7,137.05","2,766.07","4,965.26","19,620.50","10,601.53","5,573.70"
Jan-21,"7,186.82","6,393.68","18,409.41","2,832.36","16,042.32","2,957.12","9,340.53","7,224.71","2,772.95","5,029.82","19,712.25","10,629.53","5,558.72"
Feb-21,"7,229.87","6,467.59","18,406.81","2,785.66","16,071.83","2,970.78","9,347.71","7,375.53","2,771.84","4,992.96","19,673.24","10,638.16","5,652.73"
Mar-21,"7,233.87","6,462.51","18,399.25","2,759.97","16,080.19","2,960.24","9,347.82","7,595.86","2,747.24","4,842.47","19,738.87","10,668.10","5,681.58"
Apr-21,"7,284.40","6,536.82","18,388.48","2,942.50","16,110.10","2,964.62","9,348.51","7,753.37","2,721.01","4,764.88","19,738.87","10,706.31","5,659.33"
May-21,"7,294.77","6,573.86","18,407.65","2,970.85","16,109.01","2,963.86","9,360.26","7,759.63","2,686.77","4,700.34","19,750.79","10,748.95","5,675.04"
Jun-21,"7,279.63","6,509.36","18,421.77","2,964.86","16,154.07","2,985.88","9,364.45","7,800.32","2,657.52","4,705.16","19,840.59","10,818.53","5,672.70"
Jul-21,"7,335.76","6,486.96","18,437.42","2,905.10","16,590.10","2,989.26","9,372.06","8,021.61","2,646.25","4,901.19","19,840.59","10,934.38","5,673.41"
Aug-21,"7,392.28","6,565.31","18,409.19","2,807.70","16,713.59","3,008.22","9,358.39","8,260.40","2,657.29","4,922.83","19,840.59","10,996.85","5,683.64"
Sep-21,"7,421.50","6,641.44","18,480.69","2,804.82","16,917.14","3,020.42","9,359.67","8,222.78","2,645.41","4,695.13","20,574.59","10,999.95","5,704.99"
