Year,"Consumer Price Index, All items",Food and non-alcoholic beverages,"Alcoholic Beverages, Tobacco, and Narcotics",Clothing and footwear,"Housing, Water, Electricity, Gas and Other Fuels","Furnishings, household equipment and routine household maintenance",Health,Transport,Communication,Recreation and culture,Education,Restaurants and hotels,Miscellaneous goods and services
Jan-96,14.28,14.41,14.1,30.07,9.07,37.36,18.35,13.13,13.07,4.03,12.27,21.17,21.19
Feb-96,15.29,15.54,15.21,36.56,9.24,43.97,21.37,12.7,12.64,3.85,13.52,23.48,23.51
Mar-96,16.36,17.08,16.72,36.43,9.6,44.92,21.82,13.03,12.96,4.01,12.92,23.78,23.8
Apr-96,17.3,18.32,17.93,44.14,13.28,21.48,21.12,12.98,12.91,4.03,12.96,24.46,24.49
May-96,18.82,19.73,19.31,42.04,13.58,51.58,21.34,12.84,12.78,4.29,14.04,26.83,26.86
Jun-96,23.28,23.54,23.04,51.07,15.29,58.43,22.77,22.76,22.64,3.88,23.75,31.48,31.51
Jul-96,24.39,25.19,24.66,44.88,15.53,82.82,24.98,20.75,20.64,5.28,19.36,31.47,31.5
Aug-96,27.51,30.74,30.08,44.34,17.39,57.07,26.39,18.17,18.08,6.9,22.7,33.45,33.49
Sep-96,26.44,27.6,27.01,44.29,18.08,58.47,30.8,21.95,21.84,7.09,31.14,35.37,35.41
Oct-96,27.59,28.52,27.91,50.8,19.39,59.62,35.1,23.18,23.06,6.64,23.09,40.14,40.18
Nov-96,28.66,30.49,29.84,46.91,21.25,57.86,29.75,23.55,23.43,5.86,22.07,35.16,35.2
Dec-96,28.49,30.11,29.47,46.8,20.9,58.96,30.52,23.6,23.48,3.43,24.72,36.75,36.79
Jan-97,28.36,27.41,26.82,50.76,22.11,59.77,31.9,31.09,30.94,4.56,43.36,37.73,37.77
Feb-97,29.52,28.95,28.33,55.31,22.16,61.03,29.06,31.48,31.32,3.4,36.91,42.18,42.22
Mar-97,30.69,30.15,29.51,54.4,22.1,63.46,32.04,32.82,32.65,5.98,46.54,42.2,42.24
Apr-97,30.44,29.4,28.77,57.58,22.93,63.4,33.19,33.62,33.46,5.16,48.19,41.23,41.27
May-97,31.05,29.94,29.31,62.98,24.12,66.19,32.86,34.3,34.13,6.41,47.07,40.11,40.15
Jun-97,32.32,32.5,31.81,63.52,21.55,65.92,30.68,32.87,32.7,8.16,46.46,43.55,43.59
Jul-97,34,34.82,34.08,65.66,24.48,67.08,32.55,31.77,31.61,7.84,35.95,45.87,45.92
Aug-97,36.13,37.4,36.61,69.68,27.31,68.54,33.39,31.92,31.76,8.44,37.06,47,47.05
Sep-97,35.13,35.6,34.84,70.47,26.92,69.15,32.44,32.14,31.98,8.43,37.65,49.16,49.21
Oct-97,33.79,33.35,32.64,72,26.92,70.39,33.42,31.96,31.8,8.38,38.14,49.66,49.71
Nov-97,36.48,37.62,36.82,72.45,26.85,73.48,33.74,32.4,32.24,8.62,30.05,50.63,50.68
Dec-97,37.12,38.27,37.46,72.65,27.27,77.12,33.68,32.03,31.87,8.62,39.33,51.23,51.28
Jan-98,36.82,37.85,37.04,74.61,26.58,79.75,33.67,31.89,31.73,8.83,37.68,51.74,51.79
Feb-98,35.63,35.66,34.9,73.73,25.54,95.69,33.96,32.34,32.18,8.97,39.72,50.66,50.71
Mar-98,35.11,34.94,34.19,73.45,24.26,98.23,33.1,32.89,32.73,9.52,39.16,50.47,50.52
Apr-98,35.63,35.37,34.61,70.36,23.71,107.46,33.83,34.74,34.56,12.01,38.89,48.8,48.84
May-98,39.06,39.98,39.12,70.41,24.13,106.06,33.1,38.27,38.08,12.01,43.09,49.29,49.34
Jun-98,40.97,42.87,41.96,67.31,25.94,103.11,34.53,37.71,37.52,12.8,41.4,50.15,50.2
Jul-98,43.38,46.47,45.48,68.63,25.46,105.7,34.93,37.72,37.53,12.2,40.85,53.67,53.72
Aug-98,43.35,46.12,45.14,69.21,27.19,106.76,34.53,36.33,36.15,12.98,43.17,55.24,55.3
Sep-98,43.13,45.19,44.22,72.49,27.05,105.24,38.22,37.86,37.67,10.93,45.66,57.7,57.76
Oct-98,43.35,45.43,44.46,74.53,27.69,104.41,37.08,37.38,37.19,15.7,43.08,57.86,57.92
Nov-98,48.95,52.43,51.31,75.62,37.78,106.16,38.51,37,36.81,14.49,44.41,58.12,58.18
Dec-98,46.9,48.78,47.74,77.76,37.75,105.32,39.18,38.16,37.97,15.71,45.7,58.42,58.48
Jan-99,42.77,41.99,41.09,82.07,38.65,107.2,40.16,37.19,37,15.72,45.13,58.67,58.73
Feb-99,43.21,42.58,41.67,82.19,37.6,107.64,38.75,38.68,38.49,15.48,44.29,59.29,59.35
Mar-99,44.16,43.24,42.31,86.54,39.68,105.2,40.93,38.89,38.7,15.7,46.22,63.06,63.13
Apr-99,44.55,44.36,43.41,81.79,37.25,104.33,41.19,39.37,39.18,15.69,46.27,62.83,62.89
May-99,46.13,45.69,44.71,84.8,37.61,106.11,41.25,43.65,43.43,16.92,45.91,64.4,64.46
Jun-99,50.71,48.94,47.89,86.61,38.7,111.18,42.13,60.08,59.78,17.08,46.71,67.82,67.89
Jul-99,51.43,50.7,49.62,88.17,38.54,116.09,42.94,53.87,53.6,19.82,63.16,68.41,68.47
Aug-99,51.01,51,49.91,89.17,40.02,109.58,42.3,49.44,49.2,18.29,64.14,66.63,66.7
Sep-99,49.75,48.09,47.06,90.17,44.41,108.2,43.23,47.91,47.67,20.73,65.02,69.41,69.48
Oct-99,49.87,48.39,47.35,89.66,44.61,109.46,42.65,48.01,47.77,22.58,63.98,67.08,67.15
Nov-99,52.56,50.86,49.77,88.42,47.94,108.07,42.6,52.66,52.4,22.59,65.36,70.06,70.13
Dec-99,50.64,48.95,47.91,89.25,46.09,104.44,42.73,51.02,50.77,23.07,63.34,65.8,65.87
Jan-00,49.8,48.18,47.15,94.05,47.99,98.7,43.16,45.5,45.28,23.06,62.46,69.04,69.11
Feb-00,49.8,47.67,46.65,91.77,49.98,98.69,43.21,45.94,45.71,24.29,63.75,68.86,68.93
Mar-00,49.92,46.61,45.62,96.24,50.72,104.21,44.54,48.61,48.37,24.3,63.5,72.4,72.47
Apr-00,49.49,45.95,44.97,90.09,50.09,105.77,45.18,49,48.76,24.27,63.84,72.99,73.06
May-00,50.06,47.37,46.36,84.65,49.8,100.13,44.99,49.55,49.3,24.27,62.34,69.86,69.93
Jun-00,51.71,49.49,48.43,85.42,50.65,103.39,43.48,50.83,50.58,27.94,64.31,68.44,68.51
Jul-00,54.47,54.93,53.76,85.69,48.79,101.45,46.24,46.93,46.7,27.97,63.9,70.48,70.55
Aug-00,55.07,56.09,54.89,88.35,49.48,96.91,47.06,45.75,45.52,27.94,64.71,70.25,70.32
Sep-00,53.43,53.55,52.41,89.23,49.36,95.81,46.22,45.76,45.53,27.95,64.39,69.69,69.76
Oct-00,50.58,48.76,47.71,89.88,50.13,96.86,47.87,45.68,45.46,27.96,63.94,69.73,69.79
Nov-00,51.99,50.36,49.28,93.21,50.58,99.14,48.65,47.3,47.06,29.18,64.37,70.38,70.45
Dec-00,51.56,49.97,48.9,95.25,49.67,97.99,49.88,45.82,45.59,30.39,65.77,71.42,71.49
Jan-01,50.39,48.51,47.47,91.12,52.16,91.43,49.88,42.76,42.55,30.37,64.73,71.29,71.36
Feb-01,49.69,47.19,46.18,94.17,52.3,94.76,50.1,42.9,42.69,30.34,64.69,71.29,71.36
Mar-01,49.98,47.37,46.36,96.15,53.06,93.57,51.65,43,42.78,30.42,65.18,72.05,72.12
Apr-01,49.73,47.38,46.37,96.14,52.92,96.61,52.3,43.07,42.86,30.43,43.26,72.49,72.56
May-01,51.52,49.61,48.55,97.88,52.52,98.27,56.27,43.07,42.86,30.45,66.95,72.65,72.72
Jun-01,53.64,51.99,50.88,97.58,52.72,98.13,56.3,42.94,42.72,63.78,67.03,72.71,72.79
Jul-01,55.88,55.62,54.44,99.09,52.27,98.54,53.61,43.03,42.82,63.78,67.03,73.48,73.56
Aug-01,56.99,57.27,56.05,99.64,52.34,98.62,53.69,43.1,42.89,65,67.48,74.08,74.16
Sep-01,53.71,51.7,50.6,99.94,54.12,95.91,53.75,43.13,42.92,63.72,67.6,74.39,74.46
